data/uf20-01.cnf.dat,40,0,368,5.099484,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,0,561,9.178961,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,0,469,1.666106,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,0,510,1.579673,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,0,-10,20.404147,,368,368,-10,368,-10,368,368,368,350,368,348
data/uf20-014.cnf.dat,40,0,509,1.935827,,561,559,559,521,561,561,561,561,561,559,561
data/uf20-015.cnf.dat,40,0,277,1.917212,,469,469,469,499,499,435,469,449,449,469,469
data/uf20-016.cnf.dat,40,0,484,1.415241,,510,501,501,510,501,501,510,510,510,501,510
data/uf20-017.cnf.dat,40,0,561,4.940414,,-10,255,284,284,255,255,284,284,284,284,284
data/uf20-018.cnf.dat,40,0,611,9.150079,,509,509,509,509,509,509,509,509,509,509,509
data/uf20-019.cnf.dat,40,0,513,6.192184,,277,554,554,554,277,277,277,554,554,554,277
data/uf20-02.cnf.dat,40,0,524,1.827292,,484,484,484,484,484,484,-10,484,484,484,484
data/uf20-020.cnf.dat,40,0,363,2.05592,,561,580,-10,561,561,580,561,488,561,561,561
data/uf20-03.cnf.dat,40,0,609,5.018309,,611,611,611,611,611,611,611,-10,611,611,611
data/uf20-04.cnf.dat,40,0,429,1.439864,,513,513,513,513,513,-10,513,513,513,513,513
data/uf20-05.cnf.dat,40,0,469,5.145826,,524,524,524,524,524,524,524,524,524,524,524
data/uf20-06.cnf.dat,40,0,527,11.137512,,363,363,363,398,398,363,363,363,363,363,363
data/uf20-07.cnf.dat,40,0,590,1.479319,,609,-10,609,-10,609,-10,609,-10,609,609,-10
data/uf20-08.cnf.dat,40,0,302,13.792867,,429,429,-10,429,429,-10,-10,-10,-10,429,-10
data/uf20-09.cnf.dat,40,0,-10,19.007425,,469,469,469,469,469,469,469,469,469,469,469
data/uf20-01.cnf.dat,40,2,368,4.976149,,527,527,527,527,527,527,-10,527,-10,527,-10
data/uf20-010.cnf.dat,40,2,559,1.799175,,590,590,590,590,590,590,590,590,590,590,590
data/uf20-011.cnf.dat,40,2,469,1.882913,,302,302,302,302,302,302,302,-10,302,302,302
data/uf20-012.cnf.dat,40,2,501,4.58681,,-10,-10,-10,-10,512,-10,-10,-10,512,-10,-10
data/uf20-013.cnf.dat,40,2,255,18.879386,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,2,509,8.345912,,432.8,429.35,391.4,431.65,456.05,365.8,374,357.15,436.75,460.8,366.75
data/uf20-015.cnf.dat,40,2,554,2.092878,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,2,484,15.161901,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,2,580,3.314249,,,,,,1.683608,,,,,2.550163,
data/uf20-018.cnf.dat,40,2,611,1.76972,,,,,,1.822407,,,,,1.704178,
data/uf20-019.cnf.dat,40,2,513,4.882303,,,,,,2.276578,,,,,1.914895,
data/uf20-02.cnf.dat,40,2,524,1.630865,,,,,,2.273204,,,,,2.393063,
data/uf20-020.cnf.dat,40,2,363,9.747426,,,,,,1.997767,,,,,14.905442,
data/uf20-03.cnf.dat,40,2,-10,19.729358,,,,,,2.152498,,,,,2.53921,
data/uf20-04.cnf.dat,40,2,429,3.032393,,,,,,2.013451,,,,,1.93555,
data/uf20-05.cnf.dat,40,2,469,1.905713,,,,,,5.742981,,,,,1.705155,
data/uf20-06.cnf.dat,40,2,527,1.972422,,,,,,1.917974,,,,,1.992445,
data/uf20-07.cnf.dat,40,2,590,1.917099,,,,,,8.370608,,,,,2.012034,
data/uf20-08.cnf.dat,40,2,302,21.877136,,,,,,23.218631,,,,,7.903998,
data/uf20-09.cnf.dat,40,2,-10,21.011813,,,,,,2.244878,,,,,2.194473,
data/uf20-01.cnf.dat,40,4,-10,21.16955,,,,,,2.305041,,,,,1.862533,
data/uf20-010.cnf.dat,40,4,559,2.36962,,,,,,24.479405,,,,,10.863007,
data/uf20-011.cnf.dat,40,4,469,2.456399,,,,,,22.604382,,,,,15.882445,
data/uf20-012.cnf.dat,40,4,501,2.524218,,,,,,1.757521,,,,,6.283689,
data/uf20-013.cnf.dat,40,4,284,1.662866,,,,,,1.775307,,,,,2.632979,
data/uf20-014.cnf.dat,40,4,509,1.913155,,,,,,2.144702,,,,,2.02131,
data/uf20-015.cnf.dat,40,4,554,6.455769,,,,,,5.131711,,,,,2.006948,
data/uf20-016.cnf.dat,40,4,484,3.544748,,,,,,23.867401,,,,,25.632602,
data/uf20-017.cnf.dat,40,4,-10,21.351738,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,4,611,6.450168,,,,,,6.98900275,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5.54680595,
data/uf20-019.cnf.dat,40,4,513,14.003877,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,4,524,5.961996,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,4,363,1.650401,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,4,609,1.807892,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,4,-10,19.890199,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,4,469,2.441003,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,4,527,1.659855,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,4,590,1.950021,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,4,302,2.363357,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,4,-10,20.739275,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,6,368,2.860173,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,6,521,1.784065,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,6,499,1.587912,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,6,510,2.217803,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,6,284,1.829058,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,6,509,1.408877,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,6,554,2.682634,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,6,484,1.640666,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,6,561,1.70681,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,6,611,1.595099,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,6,513,1.574572,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,6,524,2.070441,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,6,398,1.653113,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,6,-10,20.41891,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,6,429,1.707376,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,6,469,1.836636,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,6,527,10.101434,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,6,590,2.906535,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,6,302,13.941497,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,6,-10,18.199888,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,8,-10,20.419132,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,8,561,6.416508,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,8,499,3.019936,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,8,501,1.93144,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,8,255,1.47793,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,8,509,18.277147,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,8,277,2.401584,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,8,484,2.795397,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,8,561,2.20239,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,8,611,1.950694,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,8,513,6.93589,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,8,524,4.606619,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,8,398,1.956495,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,8,609,2.308228,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,8,429,1.406139,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,8,469,1.660212,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,8,527,1.881491,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,8,590,1.568919,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,8,302,12.825276,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,8,512,5.771186,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,10,368,1.683608,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,10,561,1.822407,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,10,435,2.276578,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,10,501,2.273204,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,10,255,1.997767,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,10,509,2.152498,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,10,277,2.013451,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,10,484,5.742981,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,10,580,1.917974,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,10,611,8.370608,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,10,-10,23.218631,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,10,524,2.244878,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,10,363,2.305041,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,10,-10,24.479405,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,10,-10,22.604382,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,10,469,1.757521,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,10,527,1.775307,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,10,590,2.144702,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,10,302,5.131711,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,10,-10,23.867401,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,12,368,3.263204,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,12,561,2.192047,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,12,469,2.149619,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,12,510,2.044661,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,12,284,6.873086,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,12,509,1.602607,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,12,277,1.649271,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,12,-10,20.353105,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,12,561,3.2685,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,12,611,2.833159,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,12,513,2.087946,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,12,524,2.284388,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,12,363,2.165286,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,12,609,5.096558,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,12,-10,23.47856,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,12,469,2.986631,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,12,-10,21.931153,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,12,590,1.856719,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,12,302,7.62916,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,12,-10,20.185067,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,14,368,2.265056,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,14,561,2.091058,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,14,449,2.236361,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,14,510,1.864094,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,14,284,4.478183,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,14,509,3.226678,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,14,554,3.159391,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,14,484,2.296196,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,14,488,2.454048,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,14,-10,23.233521,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,14,513,2.546743,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,14,524,2.580721,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,14,363,3.594738,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,14,-10,23.457932,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,14,-10,21.342806,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,14,469,2.458327,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,14,527,3.548049,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,14,590,2.356449,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,14,-10,23.218463,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,14,-10,25.231543,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,16,350,3.508658,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,16,561,1.785497,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,16,449,2.239035,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,16,510,2.123655,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,16,284,10.893069,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,16,509,2.107905,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,16,554,3.170928,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,16,484,1.832099,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,16,561,2.753421,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,16,611,3.541961,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,16,513,2.288802,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,16,524,2.01491,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,16,363,2.386146,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,16,609,2.089759,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,16,-10,26.002292,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,16,469,3.057952,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,16,-10,23.490338,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,16,590,2.984007,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,16,302,2.493458,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,16,512,2.568326,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,18,368,2.550163,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,18,559,1.704178,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,18,469,1.914895,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,18,501,2.393063,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,18,284,14.905442,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,18,509,2.53921,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,18,554,1.93555,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,18,484,1.705155,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,18,561,1.992445,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,18,611,2.012034,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,18,513,7.903998,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,18,524,2.194473,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,18,363,1.862533,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,18,609,10.863007,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,18,429,15.882445,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,18,469,6.283689,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,18,527,2.632979,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,18,590,2.02131,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,18,302,2.006948,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,18,-10,25.632602,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,20,348,2.203703,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,20,561,1.704403,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,20,469,2.810471,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,20,510,2.545188,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,20,284,7.255646,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,20,509,1.727868,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,20,277,6.00357,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,20,484,1.872535,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,20,561,2.24748,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,20,611,2.059326,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,20,513,1.835309,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,20,524,2.58502,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,20,363,2.294662,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,20,-10,22.918838,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,20,-10,22.884158,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,20,469,1.957139,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,20,-10,23.393517,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,20,590,2.023058,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,20,302,1.584577,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,20,-10,21.586632,,,,,,,,,,,,
