data/uf50-010.cnf.dat,40,18,20,2,12,600,1770,47,14.41304,,,
data/uf50-0100.cnf.dat,40,18,20,2,12,600,1980,61,18.061792999999998,,,
data/uf50-0101.cnf.dat,40,18,20,2,12,600,2169,61,17.646933,,,
data/uf50-011.cnf.dat,40,18,20,2,12,600,1680,49,14.147736,,,
data/uf50-012.cnf.dat,40,18,20,2,12,600,-10,1000,290.969812,,,
data/uf50-013.cnf.dat,40,18,20,2,12,600,1785,73,21.778742,,,
data/uf50-014.cnf.dat,40,18,20,2,12,600,1703,63,18.276544,,,
data/uf50-015.cnf.dat,40,18,20,2,12,600,1755,83,24.71534,,,
data/uf50-016.cnf.dat,40,18,20,2,12,600,1903,68,19.184863,,,
data/uf50-017.cnf.dat,40,18,20,2,12,600,1732,56,17.209487999999997,,,
data/uf50-018.cnf.dat,40,18,20,2,12,600,1944,108,31.414620000000003,,,
data/uf50-019.cnf.dat,40,18,20,2,12,600,1656,51,15.13361,,,
data/uf50-02.cnf.dat,40,18,20,2,12,600,2029,47,13.479702000000001,,,
data/uf50-020.cnf.dat,40,18,20,2,12,600,1719,50,15.020009,,,
data/uf50-021.cnf.dat,40,18,20,2,12,600,1774,66,19.313258,,,
data/uf50-022.cnf.dat,40,18,20,2,12,600,1737,57,17.285313000000002,,,
data/uf50-023.cnf.dat,40,18,20,2,12,600,2012,53,15.65152,,,
data/uf50-024.cnf.dat,40,18,20,2,12,600,1738,53,15.647958,,,
data/uf50-025.cnf.dat,40,18,20,2,12,600,1949,53,15.64122,,,
data/uf50-026.cnf.dat,40,18,20,2,12,600,1472,54,15.6454,,,
data/uf50-027.cnf.dat,40,18,20,2,12,600,1614,42,12.556125,,,
data/uf50-028.cnf.dat,40,18,20,2,12,600,2053,50,14.406063,,,
data/uf50-029.cnf.dat,40,18,20,2,12,600,1723,62,18.069108,,,
data/uf50-03.cnf.dat,40,18,20,2,12,600,2032,75,21.202632,,,
data/uf50-030.cnf.dat,40,18,20,2,12,600,1275,51,15.113902000000001,,,
data/uf50-031.cnf.dat,40,18,20,2,12,600,2037,79,22.86215,,,
data/uf50-032.cnf.dat,40,18,20,2,12,600,1593,46,13.670924999999999,,,
data/uf50-033.cnf.dat,40,18,20,2,12,600,1714,69,20.640368,,,
data/uf50-034.cnf.dat,40,18,20,2,12,600,1972,56,16.535096999999997,,,
data/uf50-035.cnf.dat,40,18,20,2,12,600,1702,58,17.059191,,,
data/uf50-036.cnf.dat,40,18,20,2,12,600,1847,78,22.974115,,,
data/uf50-037.cnf.dat,40,18,20,2,12,600,1629,68,19.445503,,,
data/uf50-038.cnf.dat,40,18,20,2,12,600,1717,51,15.293080999999999,,,
data/uf50-039.cnf.dat,40,18,20,2,12,600,1517,274,82.397383,,,
data/uf50-04.cnf.dat,40,18,20,2,12,600,1930,46,13.621178,,,
data/uf50-040.cnf.dat,40,18,20,2,12,600,1932,71,20.808514000000002,,,
data/uf50-041.cnf.dat,40,18,20,2,12,600,1630,46,13.414933,,,
data/uf50-042.cnf.dat,40,18,20,2,12,600,1896,81,23.345836,,,
data/uf50-043.cnf.dat,40,18,20,2,12,600,1658,45,13.518142000000001,,,
data/uf50-044.cnf.dat,40,18,20,2,12,600,1815,58,17.029132,,,
data/uf50-045.cnf.dat,40,18,20,2,12,600,1644,46,13.312554,,,
data/uf50-046.cnf.dat,40,18,20,2,12,600,1611,66,19.598536,,,
data/uf50-047.cnf.dat,40,18,20,2,12,600,1410,47,14.320542,,,
data/uf50-048.cnf.dat,40,18,20,2,12,600,1749,46,13.47223,,,
data/uf50-049.cnf.dat,40,18,20,2,12,600,-10,1000,296.37192,,,
data/uf50-05.cnf.dat,40,18,20,2,12,600,1965,39,11.550187000000001,,,
data/uf50-050.cnf.dat,40,18,20,2,12,600,1470,48,14.515684,,,
data/uf50-051.cnf.dat,40,18,20,2,12,600,2015,48,14.17266,,,
data/uf50-052.cnf.dat,40,18,20,2,12,600,1662,55,16.066788,,,
data/uf50-053.cnf.dat,40,18,20,2,12,600,1662,46,13.818709,,,
data/uf50-054.cnf.dat,40,18,20,2,12,600,2218,60,17.24873,,,
data/uf50-055.cnf.dat,40,18,20,2,12,600,1542,50,14.901868,,,
data/uf50-056.cnf.dat,40,18,20,2,12,600,1977,43,12.29001,,,
data/uf50-057.cnf.dat,40,18,20,2,12,600,2047,112,31.804703999999997,,,
data/uf50-058.cnf.dat,40,18,20,2,12,600,1872,49,14.147246,,,
data/uf50-059.cnf.dat,40,18,20,2,12,600,2014,54,16.134555999999996,,,
data/uf50-06.cnf.dat,40,18,20,2,12,600,1896,54,15.361451,,,
data/uf50-060.cnf.dat,40,18,20,2,12,600,1754,135,41.239678000000005,,,
data/uf50-061.cnf.dat,40,18,20,2,12,600,-10,1000,293.84333300000003,,,
data/uf50-062.cnf.dat,40,18,20,2,12,600,1785,57,16.802232,,,
data/uf50-063.cnf.dat,40,18,20,2,12,600,-10,1000,325.69658400000003,,,
data/uf50-064.cnf.dat,40,18,20,2,12,600,1777,55,19.316841,,,
data/uf50-065.cnf.dat,40,18,20,2,12,600,1540,55,19.441095000000004,,,
data/uf50-066.cnf.dat,40,18,20,2,12,600,2004,52,15.846741999999997,,,
data/uf50-067.cnf.dat,40,18,20,2,12,600,1751,52,16.893752,,,
data/uf50-068.cnf.dat,40,18,20,2,12,600,1852,53,17.381151,,,
data/uf50-069.cnf.dat,40,18,20,2,12,600,2347,49,15.452815000000001,,,
data/uf50-07.cnf.dat,40,18,20,2,12,600,1576,69,20.278147999999998,,,
data/uf50-070.cnf.dat,40,18,20,2,12,600,1835,55,17.258478,,,
data/uf50-071.cnf.dat,40,18,20,2,12,600,1618,56,16.875711000000003,,,
data/uf50-072.cnf.dat,40,18,20,2,12,600,1980,71,21.841269,,,
data/uf50-073.cnf.dat,40,18,20,2,12,600,1563,52,16.154228,,,
data/uf50-074.cnf.dat,40,18,20,2,12,600,1697,44,13.585201999999999,,,
data/uf50-075.cnf.dat,40,18,20,2,12,600,1710,40,12.664878,,,
data/uf50-076.cnf.dat,40,18,20,2,12,600,1738,71,21.683300000000003,,,
data/uf50-077.cnf.dat,40,18,20,2,12,600,2083,53,15.543777,,,
data/uf50-078.cnf.dat,40,18,20,2,12,600,2042,57,19.131856,,,
data/uf50-079.cnf.dat,40,18,20,2,12,600,2158,62,21.191505,,,
data/uf50-08.cnf.dat,40,18,20,2,12,600,1431,51,17.012889,,,
data/uf50-080.cnf.dat,40,18,20,2,12,600,1710,45,14.34268,,,
data/uf50-081.cnf.dat,40,18,20,2,12,600,1696,342,107.25569100000001,,,
data/uf50-082.cnf.dat,40,18,20,2,12,600,1796,46,14.377995,,,
data/uf50-083.cnf.dat,40,18,20,2,12,600,1440,57,17.255170999999997,,,
data/uf50-084.cnf.dat,40,18,20,2,12,600,1783,279,82.237881,,,
data/uf50-085.cnf.dat,40,18,20,2,12,600,1726,59,17.134263,,,
data/uf50-086.cnf.dat,40,18,20,2,12,600,1915,59,17.32132,,,
data/uf50-087.cnf.dat,40,18,20,2,12,600,1882,47,13.944451,,,
data/uf50-088.cnf.dat,40,18,20,2,12,600,1414,50,15.264864000000001,,,
data/uf50-089.cnf.dat,40,18,20,2,12,600,-10,1000,295.717819,,,
data/uf50-09.cnf.dat,40,18,20,2,12,600,2110,66,19.515058,,,
data/uf50-090.cnf.dat,40,18,20,2,12,600,1932,222,63.915113999999996,,,
data/uf50-091.cnf.dat,40,18,20,2,12,600,1699,54,16.084859,,,
data/uf50-092.cnf.dat,40,18,20,2,12,600,1624,39,11.725635,,,
data/uf50-093.cnf.dat,40,18,20,2,12,600,1811,51,15.129181,,,
data/uf50-094.cnf.dat,40,18,20,2,12,600,1865,100,28.224317,,,
data/uf50-095.cnf.dat,40,18,20,2,12,600,1797,63,18.603586,,Nevyreseno,5
data/uf50-096.cnf.dat,40,18,20,2,12,600,1896,56,16.457214,,,
data/uf50-097.cnf.dat,40,18,20,2,12,600,1447,54,16.446447999999997,,,
data/uf50-098.cnf.dat,40,18,20,2,12,600,2207,62,18.699678000000002,,,
data/uf50-099.cnf.dat,40,18,20,2,12,600,1657,59,18.019773999999998,,,
,,,,,,,,,,,,
,,,,,,,,64.21,,,,
